Quand tu cherches Dieu, tu te cherches toi-même.,Rumi,,contemplative,mirror|soul|light|inner,#rumi|#poésie|#spiritualité|#mystique|#citation|#soi|#sagesse|#dieu|#quotes,0,;
Brûle comme le feu, et sois l'eau qui éteint les flammes.,Rumi,,energetic,fire|water|balance|power,#rumi|#poésie|#contradictions|#mystique|#citation|#âme|#sagesse|#spiritualité|#quotes,0,;
Le voyage vers soi-même est le plus long de tous les voyages.,Rumi,,contemplative,path|mirror|soul|inner journey,#rumi|#voyage|#poésie|#découvertesoi|#mystique|#citation|#sagesse|#spiritualité|#quotes,0,;
Là où il y a ruines, il y a espoir de trouver un trésor.,Rumi,,warm,ruins|light|hope|hidden,#rumi|#poésie|#espoir|#mystique|#citation|#sagesse|#résilience|#spiritualité|#quotes,0,;
Quand tu fais une chose depuis l'âme, tu resens une rivière bouger en toi.,Rumi,,warm,river|flow|soul|purpose,#rumi|#poésie|#âme|#mystique|#citation|#passion|#sagesse|#spiritualité|#quotes,0,;
Ne cherche pas l'eau, cherche la soif.,Rumi,,contemplative,desert|thirst|search|soul,#rumi|#poésie|#désir|#mystique|#citation|#sagesse|#spiritualité|#quotes|#soufi,0,;
Le secret est dans l'amour, et dans rien d'autre.,Rumi,,warm,rose|heart|secret|love,#rumi|#amour|#poésie|#mystique|#citation|#âme|#sagesse|#spiritualité|#quotes,0,;
L'ignorance est la prison de l'âme.,Rumi,,contemplative,dark|light|knowledge|soul,#rumi|#poésie|#connaissance|#mystique|#citation|#sagesse|#spiritualité|#quotes|#soufi,0,;
Parle moins, écoute plus, et tu deviendras sage.,Rumi,,calm,silence|listening|wisdom|nature,#rumi|#poésie|#silence|#mystique|#citation|#sagesse|#écoute|#spiritualité|#quotes,0,;
L'âme qui n'a pas de blessure n'a rien appris.,Rumi,,melancholic,wound|healing|growth|soul,#rumi|#poésie|#âme|#mystique|#citation|#croissance|#sagesse|#spiritualité|#quotes,0,;
Sois reconnaissant pour ce que tu as, même les douleurs.,Rumi,,warm,gratitude|light|heart|growth,#rumi|#gratitude|#poésie|#mystique|#citation|#sagesse|#spiritualité|#quotes|#soufi,0,;
L'amour est la médecine de toutes les maladies.,Rumi,,warm,rose|healing|heart|warmth,#rumi|#amour|#poésie|#mystique|#citation|#guérison|#sagesse|#spiritualité|#quotes,0,;
Plonge dans la mer du sens, et ne te soucie pas de la forme.,Rumi,,contemplative,ocean|depth|meaning|soul,#rumi|#sens|#poésie|#mystique|#citation|#sagesse|#spiritualité|#quotes|#soufi,0,;
Qui suis-je ? Voilà la seule question qui vaille.,Rumi,,contemplative,mirror|soul|identity|light,#rumi|#poésie|#identité|#mystique|#citation|#découvertesoi|#sagesse|#spiritualité|#quotes,0,;
Chaque âme vient au monde pour trouver son chemin.,Rumi,,warm,path|sunrise|soul|purpose,#rumi|#poésie|#âme|#mystique|#citation|#sagesse|#voyage|#spiritualité|#quotes,0,;
Le passé et le futur voilent Dieu ; brûle les deux avec le feu.,Rumi,,energetic,fire|present|now|liberation,#rumi|#présent|#poésie|#mystique|#citation|#sagesse|#spiritualité|#quotes|#soufi,0,
Tout est dans le regard. Vois la beauté et tu vivras deux fois.,Rumi,,warm,beauty|eyes|light|gratitude,#rumi|#poésie|#beauté|#mystique|#citation|#sagesse|#regard|#spiritualité|#quotes,0,;
Le cœur blessé est ce qui te rapproche de la lumière.,Rumi,,melancholic,wound|light|healing|heart,#rumi|#poésie|#douleur|#mystique|#citation|#lumière|#sagesse|#spiritualité|#quotes,0,;
Deviens silence, deviens pur, deviens sans moi.,Rumi,,contemplative,silence|purity|meditation|soul,#rumi|#poésie|#silence|#mystique|#citation|#méditation|#sagesse|#spiritualité|#quotes,0,;
La rose te demande-t-elle sa beauté ? Elle fleurit et c'est tout.,Rumi,,calm,rose|nature|being|simplicity,#rumi|#poésie|#nature|#mystique|#citation|#être|#sagesse|#spiritualité|#quotes,0,;
La lumière entre dans toi depuis l'endroit blessé.,Rumi,,melancholic,crack|light|wound|healing,#rumi|#poésie|#résilience|#mystique|#citation|#lumière|#sagesse|#spiritualité|#quotes,0,;
Tu n'es pas une goutte dans l'océan. Tu es tout l'océan dans une goutte.,Rumi,,energetic,ocean|drop|cosmos|self,#rumi|#poésie|#âme|#mystique|#citation|#grandeur|#sagesse|#spiritualité|#quotes,0,;
Vis là où tu as peur de vivre. Détruire ta réputation et sois infâme.,Rumi,,energetic,courage|fear|freedom|bold,#rumi|#courage|#poésie|#mystique|#citation|#liberté|#sagesse|#spiritualité|#quotes,0,;
L'amour ne demande pas à être compris. Il demande à être vécu.,Rumi,,warm,rose|heart|feeling|love,#rumi|#amour|#poésie|#mystique|#citation|#âme|#sagesse|#spiritualité|#quotes,0,;
Dans le silence, tu entendras tes propres réponses.,Rumi,,contemplative,silence|forest|listen|soul,#rumi|#silence|#poésie|#mystique|#citation|#intérieur|#sagesse|#spiritualité|#quotes,0,;
Le Dieu que tu cherches est plus proche que ta veine jugulaire.,Rumi,,contemplative,breath|inner|soul|divine,#rumi|#poésie|#spiritualité|#mystique|#citation|#intérieur|#sagesse|#dieu|#soufi,0,;
Tout ce qui nuit dans le présent entraîne un gain dans l'avenir.,Rumi,,melancholic,rain|growth|patience|faith,#rumi|#poésie|#patience|#mystique|#citation|#sagesse|#croissance|#spiritualité|#quotes,0,;
Sois un voyageur sur la route de l'amour.,Rumi,,warm,road|journey|heart|soul,#rumi|#voyage|#amour|#poésie|#mystique|#citation|#sagesse|#spiritualité|#quotes,0,;
Ta vision deviendra claire seulement quand tu regarderas dans ton cœur.,Rumi,,contemplative,heart|clarity|vision|inner,#rumi|#poésie|#vision|#mystique|#citation|#cœur|#sagesse|#spiritualité|#quotes,0,;
Si tu trouves le miroir de ton cœur pur, tu y verras ton image.,Rumi,,contemplative,mirror|heart|purity|soul,#rumi|#poésie|#purété|#mystique|#citation|#cœur|#sagesse|#spiritualité|#quotes,0,;
Sois comme l'arbre qui donne de l'ombre même à ceux qui l'abattent.,Rumi,,warm,tree|shadow|giving|kindness,#rumi|#générosité|#poésie|#mystique|#citation|#amour|#sagesse|#spiritualité|#quotes,0,;
Ne te noie pas dans la douleur. Elle est une porte vers la guérison.,Rumi,,melancholic,door|healing|pain|light,#rumi|#poésie|#douleur|#mystique|#citation|#guérison|#sagesse|#spiritualité|#quotes,0,;
Si tu n'as pas de compagnon sur la route, cours seul.,Rumi,,energetic,running|solitude|road|courage,#rumi|#voyage|#poésie|#solitude|#mystique|#citation|#sagesse|#spiritualité|#quotes,0,;
L'amour est la raison de la création de l'univers.,Rumi,,warm,cosmos|stars|love|creation,#rumi|#amour|#poésie|#mystique|#citation|#univers|#sagesse|#spiritualité|#quotes,0,;
Brise ton cœur encore et encore jusqu'à ce qu'il s'ouvre.,Rumi,,melancholic,heart|open|breaking|light,#rumi|#poésie|#cœur|#mystique|#citation|#ouverture|#sagesse|#spiritualité|#quotes,0,;
Chaque matin est une invitation à commencer à nouveau.,Rumi,,warm,morning|sunrise|fresh start|dew,#rumi|#poésie|#nouveau départ|#mystique|#citation|#matin|#sagesse|#spiritualité|#quotes,0,;
L'âme amoureuse est la seule à connaître la vérité.,Rumi,,warm,heart|truth|love|soul,#rumi|#amour|#poésie|#mystique|#vérité|#citation|#âme|#sagesse|#spiritualité,0,;
Voyager est nécessaire à celui qui veut grandir.,Rumi,,energetic,road|journey|growth|horizon,#rumi|#voyage|#poésie|#croissance|#mystique|#citation|#sagesse|#spiritualité|#quotes,0,;
Laisse-toi silencieusement attirer par la chose que tu aimes vraiment.,Rumi,,calm,attraction|soul|love|calling,#rumi|#passion|#poésie|#mystique|#citation|#amour|#sagesse|#spiritualité|#quotes,0,;
Nous ne venons pas ici pour une séance de photo. Nous venons pour vivre.,Rumi,,energetic,life|living|presence|joy,#rumi|#vie|#poésie|#mystique|#citation|#présence|#sagesse|#spiritualité|#quotes,0,;
Tout ce qui brille est lumière. Tout ce qui sombre est apprentissage.,Rumi,,warm,light|dark|learning|growth,#rumi|#poésie|#lumière|#mystique|#citation|#apprentissage|#sagesse|#spiritualité|#quotes,0,;
L'amour est le seul miroir dans lequel l'univers se reflète.,Rumi,,warm,mirror|cosmos|love|reflection,#rumi|#amour|#poésie|#mystique|#citation|#univers|#sagesse|#spiritualité|#quotes,0,;
Le pèlerin qui marche dans l'obscurité porte en lui sa propre lumière.,Rumi,,contemplative,lantern|dark|pilgrim|inner,#rumi|#voyage|#poésie|#lumière|#mystique|#citation|#sagesse|#spiritualité|#quotes,0,;
Mets-toi à nu devant toi-même. Ce que tu trouveras te libérera.,Rumi,,contemplative,vulnerability|freedom|soul|truth,#rumi|#poésie|#authenticité|#mystique|#citation|#liberté|#sagesse|#spiritualité|#quotes,0,;
Ô homme, tu es la plume que Dieu tient dans sa main.,Rumi,,warm,pen|hand|divine|purpose,#rumi|#poésie|#destin|#mystique|#citation|#dieu|#sagesse|#spiritualité|#soufi,0,;
Chaque instant est une naissance et une mort. Sois présent dans les deux.,Rumi,,melancholic,breath|now|moment|life,#rumi|#poésie|#présent|#mystique|#citation|#sagesse|#vie|#spiritualité|#quotes,0,;
Le chemin se crée en marchant.,Rumi,,energetic,footsteps|road|creating|movement,#rumi|#voyage|#poésie|#mystique|#citation|#chemin|#sagesse|#spiritualité|#quotes,0,;
Aime jusqu'à ce que l'amour lui-même devienne ton miroir.,Rumi,,warm,mirror|love|reflection|heart,#rumi|#amour|#poésie|#mystique|#citation|#âme|#sagesse|#spiritualité|#quotes,0,;
Si tu permets au silence de régner, il t'apportera tout.,Rumi,,calm,silence|gift|wisdom|peace,#rumi|#silence|#poésie|#mystique|#citation|#sagesse|#paix|#spiritualité|#quotes,0,;
Ce n'est que dans la déchirure que la lumière entre.,Rumi,,melancholic,crack|light|tear|healing,#rumi|#poésie|#lumière|#mystique|#citation|#résilience|#sagesse|#spiritualité|#quotes,0,;
La foi c'est marcher dans l'obscurité tout en ayant la certitude qu'il y a une lumière.,Rumi,,warm,dark|faith|light|path,#rumi|#foi|#poésie|#mystique|#citation|#lumière|#sagesse|#spiritualité|#quotes,0,;
Être humain, c'est être en route.,Rumi,,energetic,road|movement|humanity|purpose,#rumi|#voyage|#humanité|#poésie|#mystique|#citation|#sagesse|#spiritualité|#quotes,0,;
L'horizon s'ouvre pour qui ose regarder au loin.,Rumi,,energetic,horizon|vision|courage|distance,#rumi|#voyage|#poésie|#courage|#mystique|#citation|#sagesse|#spiritualité|#quotes,0,;
Celui qui a une raison de vivre peut supporter presque n'importe comment.,Nietzsche,,energetic,mountain|strength|purpose|will,#nietzsche|#philosophie|#citation|#sagesse|#motivation|#sens|#mindset|#quotes|#stoic,0,;
On ne vit qu'une fois, mais si bien faire, une fois suffit.,Nietzsche,,energetic,sunrise|one life|purpose|living,#nietzsche|#philosophie|#citation|#carpe diem|#sagesse|#vie|#motivation|#mindset|#quotes,0,;
Pour construire un sanctuaire, il faut d'abord démolir un sanctuaire.,Nietzsche,,contemplative,deconstruct|rebuild|transform|change,#nietzsche|#philosophie|#transformation|#citation|#sagesse|#changement|#mindset|#quotes|#créativité,0,;
Connais-toi toi-même. Ou du moins, connais-toi d'abord mieux que les autres ne te connaissent.,Nietzsche,,contemplative,mirror|self|knowledge|inner,#nietzsche|#philosophie|#découvertesoi|#citation|#sagesse|#intérieur|#mindset|#quotes|#identité,0,;
Il faut encore avoir du chaos en soi pour enfanter une étoile qui danse.,Nietzsche,,energetic,star|chaos|creation|cosmos,#nietzsche|#création|#philosophie|#citation|#chaos|#sagesse|#art|#mindset|#quotes,0,;
"Deviens ce que tu es.,Nietzsche,""Werde, der du bist."",contemplative,self|growth|becoming|identity,#nietzsche|#philosophie|#identité|#citation|#sagesse|#développementpersonnel|#devenir|#mindset|#quotes,0,";
Le plus grand danger pour l'homme est de ne pas avoir de danger.,Nietzsche,,energetic,challenge|risk|courage|adventure,#nietzsche|#philosophie|#courage|#citation|#danger|#sagesse|#motivation|#mindset|#quotes,0,;
L'espérance est le pire des maux car elle prolonge le tourment de l'homme.,Nietzsche,,melancholic,dark|wait|truth|reality,#nietzsche|#philosophie|#espoir|#citation|#vérité|#sagesse|#lucidité|#mindset|#quotes,0,;
On cesse de s'aimer si personne ne nous aime.,Nietzsche,,melancholic,lonely|mirror|heart|love,#nietzsche|#amour|#philosophie|#citation|#solitude|#sagesse|#psychologie|#quotes|#humanité,0,;
La joie veut l'éternité de toutes choses, veut du miel, veut des roses.,Nietzsche,,warm,roses|honey|joy|eternity,#nietzsche|#joie|#philosophie|#citation|#sagesse|#bonheur|#poésie|#quotes|#beauté,0,;
Nous avons l'art pour ne pas mourir de la vérité.,Nietzsche,,contemplative,art|truth|beauty|creation,#nietzsche|#art|#philosophie|#citation|#vérité|#sagesse|#beauté|#quotes|#créativité,0,;
On est plus honnête en tête-à-tête qu'en public.,Nietzsche,,contemplative,truth|alone|honesty|dialogue,#nietzsche|#philosophie|#honnêteté|#citation|#vérité|#sagesse|#authenticité|#quotes|#social,0,;
Il n'y a pas de faits, seulement des interprétations.,Nietzsche,,contemplative,perspective|truth|reality|mind,#nietzsche|#philosophie|#vérité|#citation|#perception|#sagesse|#réalité|#quotes|#pensée,0,;
Le secret de la vie la plus riche est de vivre avec danger.,Nietzsche,,energetic,adventure|risk|bold|alive,#nietzsche|#philosophie|#vie|#citation|#danger|#sagesse|#courage|#motivation|#quotes,0,;
Toute grande philosophie est la confession d'un philosophe.,Nietzsche,,contemplative,writing|soul|truth|author,#nietzsche|#philosophie|#vérité|#citation|#sagesse|#connaissance|#pensée|#quotes|#humanité,0,;
Ce qui est grand dans l'homme c'est qu'il est un pont et non une fin.,Nietzsche,,contemplative,bridge|potential|becoming|path,#nietzsche|#philosophie|#dépassement|#citation|#sagesse|#devenir|#mindset|#quotes|#humanité,0,;
Pour te connaître, commence par te perdre.,Nietzsche,,contemplative,lost|self|discovery|labyrinth,#nietzsche|#philosophie|#découvertesoi|#citation|#sagesse|#identité|#voyage|#mindset|#quotes,0,;
L'homme qui vit avec peu est l'homme le plus libre.,Nietzsche,,calm,simplicity|freedom|minimal|nature,#nietzsche|#philosophie|#liberté|#citation|#sagesse|#simplicité|#mindset|#quotes|#minimalisme,0,;
Le génie de l'être humain réside dans sa capacité d'inventer l'avenir.,Nietzsche,,energetic,future|creation|potential|vision,#nietzsche|#philosophie|#création|#citation|#sagesse|#avenir|#mindset|#motivation|#quotes,0,;
L'ennui est la mort de l'âme.,Nietzsche,,melancholic,grey|void|boredom|alive,#nietzsche|#philosophie|#ennui|#citation|#vie|#sagesse|#âme|#mindset|#quotes,0,;
Là où finit le bonheur de l'homme, commence sa liberté.,Nietzsche,,contemplative,horizon|freedom|transcend|will,#nietzsche|#philosophie|#liberté|#citation|#bonheur|#sagesse|#mindset|#quotes|#dépassement,0,;
Aimer, c'est créer la chose aimée.,Nietzsche,,warm,creation|love|heart|art,#nietzsche|#amour|#philosophie|#citation|#création|#sagesse|#beauté|#quotes|#désir,0,;
L'homme est quelque chose qu'on doit surpasser.,Nietzsche,,energetic,peak|mountain|beyond|evolution,#nietzsche|#dépassement|#philosophie|#citation|#sagesse|#évolution|#motivation|#mindset|#quotes,0,;
Sans oublier, il n'y a pas de bonheur possible.,Nietzsche,,calm,letting go|ocean|peace|relief,#nietzsche|#oubli|#philosophie|#citation|#lâcherprise|#sagesse|#bonheur|#quotes|#paix,0,;
La foi, c'est ne pas vouloir savoir ce qui est vrai.,Nietzsche,,contemplative,illusion|truth|belief|veil,#nietzsche|#philosophie|#foi|#citation|#vérité|#sagesse|#lucidité|#quotes|#pensée,0,;
Ceux qui s'agitent le plus dans le monde en apportent le moins.,Nietzsche,,calm,stillness|depth|quiet|water,#nietzsche|#philosophie|#profondeur|#citation|#sagesse|#calme|#mindset|#quotes|#bruit,0,;
Pour toute action, il y a une passion première.,Nietzsche,,energetic,fire|passion|action|purpose,#nietzsche|#passion|#philosophie|#citation|#action|#sagesse|#motivation|#mindset|#quotes,0,;
Apprends à te taire. Laisse tes pensées calmes traverser la tempête.,Nietzsche,,calm,silence|storm|calm|thought,#nietzsche|#philosophie|#silence|#citation|#sagesse|#pensée|#calme|#mindset|#quotes,0,;
Il est difficile de trouver du bonheur en soi-même, mais il est impossible de le trouver ailleurs.,Nietzsche,,contemplative,inner|mirror|self|happiness,#nietzsche|#bonheur|#philosophie|#citation|#sagesse|#intérieur|#soi|#mindset|#quotes,0,;
On ne peut avancer vers le futur que si l'on a digéré le passé.,Nietzsche,,contemplative,future|past|growth|acceptance,#nietzsche|#philosophie|#passé|#citation|#futur|#sagesse|#croissance|#mindset|#quotes,0,;
La grandeur d'un homme se mesure à ce qui l'enchante.,Nietzsche,,warm,joy|wonder|passion|soul,#nietzsche|#philosophie|#grandeur|#citation|#sagesse|#joie|#passion|#mindset|#quotes,0,;
L'art seul rend l'existence supportable.,Nietzsche,,warm,art|creation|beauty|soul,#nietzsche|#art|#philosophie|#citation|#existence|#sagesse|#beauté|#quotes|#créativité,0,;
Le temps de l'ennui est le seul temps dont tu disposes vraiment.,Nietzsche,,contemplative,silence|void|time|depth,#nietzsche|#philosophie|#temps|#citation|#sagesse|#solitude|#mindset|#quotes|#ennui,0,;
Le courage est la vertu première.,Nietzsche,,energetic,lion|courage|strength|bold,#nietzsche|#courage|#philosophie|#citation|#vertu|#sagesse|#force|#motivation|#quotes,0,;
La créativité est la plus haute forme de liberté.,Nietzsche,,energetic,art|freedom|creation|imagination,#nietzsche|#créativité|#philosophie|#citation|#liberté|#sagesse|#art|#mindset|#quotes,0,;
